,Feature,Info,Feature start,Feature end,Feature size,Rloops count,Average coverage all Rloops - overlapping,Average coverage all Rloops - non-overlapping,Overall coverage of Rloops - overlapping,Overall coverage of Rloops - non-overlapping
2749,CDS,"product (heme utilization protein), transl_table (11), protein_id (ref|NP_249993.1|), note ('Product name confidence: class 3 (Function proposed based on presence of conserved amino acid motif, structural feature or limited sequence similarity to an experimentally studied gene)'), ",1411585,1414140,2555,1,6.183953033268102,6.183953033268102,6.183953033268102,6.183953033268102
2753,CDS,"product (oligopeptidase), transl_table (11), protein_id (ref|NP_249995.1|), note ('Product name confidence: class 3 (Function proposed based on presence of conserved amino acid motif, structural feature or limited sequence similarity to an experimentally studied gene)'), ",1414763,1416814,2051,1,13.31058020477816,13.31058020477816,13.31058020477816,13.31058020477816
2771,CDS,"product (major facilitator superfamily transporter), transl_table (11), protein_id (ref|NP_250004.1|), note ('Product name confidence: class 3 (Function proposed based on presence of conserved amino acid motif, structural feature or limited sequence similarity to an experimentally studied gene)'), ",1423374,1424732,1358,1,10.38291605301915,10.38291605301915,10.38291605301915,10.38291605301915
2777,CDS,"product (major facilitator superfamily transporter), transl_table (11), protein_id (ref|NP_250007.1|), note ('Product name confidence: class 3 (Function proposed based on presence of conserved amino acid motif, structural feature or limited sequence similarity to an experimentally studied gene)'), ",1425912,1427453,1541,1,15.50940947436729,15.50940947436729,15.50940947436729,15.50940947436729
2791,CDS,"product (TonB-dependent receptor), transl_table (11), protein_id (ref|NP_250013.1|), note ('Product name confidence: class 3 (Function proposed based on presence of conserved amino acid motif, structural feature or limited sequence similarity to an experimentally studied gene)'), ",1433166,1435364,2198,1,10.87352138307552,10.87352138307552,10.87352138307552,10.87352138307552
2801,CDS,"product (threonine dehydratase), EC_number (4.3.1.19), transl_table (11), protein_id (ref|NP_250017.1|), note (Product name confidence: class 2 (High similarity to functionally studied protein)), ",1437067,1438614,1547,1,11.57078215901745,11.57078215901745,11.57078215901745,11.57078215901745
2805,CDS,"product (transcriptional regulator), transl_table (11), protein_id (ref|NP_250019.1|), note ('Product name confidence: class 3 (Function proposed based on presence of conserved amino acid motif, structural feature or limited sequence similarity to an experimentally studied gene)'), ",1440639,1441547,908,1,19.7136563876652,19.7136563876652,19.7136563876652,19.7136563876652
2807,CDS,"product (hypothetical protein), transl_table (11), protein_id (ref|NP_250020.1|), note ('Product name confidence: class 4 (Homologs of previously reported genes of unknown function, or no similarity to any previously reported sequences)'), ",1441632,1442063,431,1,45.93967517401392,45.93967517401392,45.93967517401392,45.93967517401392
2820,CDS,"product (two-component response regulator), transl_table (11), protein_id (ref|NP_250026.1|), note ('Product name confidence: class 3 (Function proposed based on presence of conserved amino acid motif, structural feature or limited sequence similarity to an experimentally studied gene)'), ",1447226,1448503,1277,1,30.3054032889585,30.3054032889585,30.3054032889585,30.3054032889585
2822,CDS,"product (two-component sensor), transl_table (11), protein_id (ref|NP_250027.1|), note ('Product name confidence: class 3 (Function proposed based on presence of conserved amino acid motif, structural feature or limited sequence similarity to an experimentally studied gene)'), ",1448548,1450449,1901,1,41.82009468700684,41.82009468700684,41.82009468700684,41.82009468700684
2836,CDS,"product (hypothetical protein), transl_table (11), protein_id (ref|NP_250034.1|), note ('Product name confidence: class 4 (Homologs of previously reported genes of unknown function, or no similarity to any previously reported sequences)'), ",1457175,1457633,458,1,25.9825327510917,25.9825327510917,25.9825327510917,25.9825327510917
2846,CDS,"product (hypothetical protein), transl_table (11), protein_id (ref|NP_250039.1|), note ('Product name confidence: class 4 (Homologs of previously reported genes of unknown function, or no similarity to any previously reported sequences)'), ",1462696,1463403,707,2,51.20226308345121,48.16124469589816,51.2022630834512,51.2022630834512
2852,CDS,"product (ECF subfamily sigma-70 factor), transl_table (11), protein_id (ref|NP_250042.1|), note ('Product name confidence: class 3 (Function proposed based on presence of conserved amino acid motif, structural feature or limited sequence similarity to an experimentally studied gene)'), ",1464878,1466101,1223,1,30.58053965658217,30.58053965658217,30.58053965658218,30.58053965658218
2900,CDS,"product (erythronate-4-phosphate dehydrogenase), transl_table (11), protein_id (ref|NP_250066.1|), note (Product name confidence: class 2 (High similarity to functionally studied protein)), ",1491913,1493055,1142,1,14.53590192644483,14.53590192644483,14.53590192644483,14.53590192644483
2914,CDS,"product (type II secretion system protein), transl_table (11), protein_id (ref|NP_250073.1|), note ('Product name confidence: class 3 (Function proposed based on presence of conserved amino acid motif, structural feature or limited sequence similarity to an experimentally studied gene)'), ",1498813,1501092,2279,2,17.7270732777534,17.44186046511628,17.7270732777534,17.7270732777534
2918,CDS,"product (UDP-glucose 4-epimerase), transl_table (11), protein_id (ref|NP_250075.1|), note (Product name confidence: class 2 (High similarity to functionally studied protein)), ",1503568,1504581,1013,1,23.59328726554788,23.59328726554788,23.59328726554788,23.59328726554788
2942,CDS,"product (two-component sensor), transl_table (11), protein_id (ref|NP_250087.1|), note ('Product name confidence: class 3 (Function proposed based on presence of conserved amino acid motif, structural feature or limited sequence similarity to an experimentally studied gene)'), ",1517146,1518768,1622,1,8.569667077681874,8.569667077681874,8.569667077681874,8.569667077681874
2948,CDS,"product (transcriptional regulator), transl_table (11), protein_id (ref|NP_250090.1|), note ('Product name confidence: class 3 (Function proposed based on presence of conserved amino acid motif, structural feature or limited sequence similarity to an experimentally studied gene)'), ",1519984,1520904,920,1,45.76086956521739,45.76086956521739,45.76086956521739,45.76086956521739
2950,CDS,"product (pyruvate carboxylase), transl_table (11), protein_id (ref|NP_250091.1|), note ('Product name confidence: class 3 (Function proposed based on presence of conserved amino acid motif, structural feature or limited sequence similarity to an experimentally studied gene)'), ",1521109,1524396,3287,1,10.31335564344387,10.31335564344387,10.31335564344387,10.31335564344387
2964,CDS,"product (hypothetical protein), transl_table (11), protein_id (ref|NP_250098.1|), note ('Product name confidence: class 4 (Homologs of previously reported genes of unknown function, or no similarity to any previously reported sequences)'), ",1529597,1530538,941,2,43.2518597236982,33.79383634431456,43.2518597236982,43.2518597236982
2966,CDS,"product (hypothetical protein), transl_table (11), protein_id (ref|NP_250099.1|), note ('Product name confidence: class 4 (Homologs of previously reported genes of unknown function, or no similarity to any previously reported sequences)'), ",1530605,1533028,2423,3,18.88155179529509,14.89888567891044,56.37639290136195,56.37639290136195
2984,CDS,"product (hypothetical protein), transl_table (11), protein_id (ref|NP_250108.1|), note ('Product name confidence: class 3 (Function proposed based on presence of conserved amino acid motif, structural feature or limited sequence similarity to an experimentally studied gene)'), ",1541145,1542746,1601,2,22.86071205496565,22.86071205496565,97.56402248594628,97.56402248594628
2992,CDS,"product (guanidinobutyrase), transl_table (11), protein_id (ref|NP_250112.1|), note (Product name confidence: class 1 (Function experimentally demonstrated in P. aeruginosa)), ",1546271,1547230,959,1,9.906152241918665,9.906152241918665,9.906152241918665,9.906152241918665
2998,CDS,"product (hypothetical protein), transl_table (11), protein_id (ref|NP_250115.1|), note ('Product name confidence: class 4 (Homologs of previously reported genes of unknown function, or no similarity to any previously reported sequences)'), ",1549883,1550494,611,1,39.60720130932897,39.60720130932897,39.60720130932897,39.60720130932897
3002,CDS,"product (ABC transporter ATP-binding protein), transl_table (11), protein_id (ref|NP_250116.1|), note ('Product name confidence: class 3 (Function proposed based on presence of conserved amino acid motif, structural feature or limited sequence similarity to an experimentally studied gene)'), ",1550984,1552600,1616,1,15.22277227722772,15.22277227722772,15.22277227722772,15.22277227722772
3004,CDS,"product (hypothetical protein), transl_table (11), protein_id (ref|YP_008719743.1|), ",1552566,1554155,1589,1,35.17935808684707,35.17935808684707,35.17935808684707,35.17935808684707
3021,CDS,"product (hypothetical protein), transl_table (11), protein_id (ref|NP_250124.1|), note ('Product name confidence: class 4 (Homologs of previously reported genes of unknown function, or no similarity to any previously reported sequences)'), ",1559966,1561918,1952,1,10.55327868852459,10.55327868852459,10.55327868852459,10.55327868852459
3026,CDS,"product (resistance-nodulation-cell division (RND) efflux membrane fusion protein), transl_table (11), protein_id (ref|NP_250126.1|), note ('Product name confidence: class 3 (Function proposed based on presence of conserved amino acid motif, structural feature or limited sequence similarity to an experimentally studied gene)'), ",1562813,1563970,1157,8,73.03370786516854,41.90795159896283,100.0,100.0
3038,CDS,"product (hypothetical protein), transl_table (11), protein_id (ref|NP_250132.1|), note ('Product name confidence: class 4 (Homologs of previously reported genes of unknown function, or no similarity to any previously reported sequences)'), ",1570496,1571779,1283,1,12.47077162899454,12.47077162899454,12.47077162899454,12.47077162899454
3058,CDS,"product (hypothetical protein), transl_table (11), protein_id (ref|NP_250142.1|), note ('Product name confidence: class 4 (Homologs of previously reported genes of unknown function, or no similarity to any previously reported sequences)'), ",1578839,1580182,1343,1,35.88979895755771,35.88979895755771,35.88979895755771,35.88979895755771
